# P	count	tag	form
1.00	2	NOUN	москвича
1.00	3	NUM	1,4
1.00	5	NOUN	размерах
1.00	2	ADJ	заметнее
1.00	1	ADJ	справедливым
1.00	1	VERB	затерялся
1.00	2	ADJ	областных
1.00	1	VERB	процветающих
1.00	1	NOUN	мегаполисов
1.00	11	VERB	следуют
1.00	2	ADJ	Таковы
1.00	2	VERB	принесенные
1.00	5	NOUN	моделью
1.00	1	NOUN	легислатуры
1.00	3	PROPN	Яковлева
1.00	2	VERB	достроена
1.00	1	VERB	уступить
1.00	1	ADJ	смольнинское
1.00	2	PROPN	Валентине
1.00	4	PROPN	Матвиенко
1.00	5	NOUN	превращение
1.00	3	NOUN	очагов
1.00	5	ADJ	голландской
1.00	1	NOUN	поправками
1.00	1	VERB	оглянемся
1.00	1	ADJ	предыдущую
1.00	2	ADJ	зрелые
1.00	2	NOUN	губернаторства
1.00	1	VERB	Забытые
1.00	2	NOUN	контрасты
1.00	2	ADJ	Петербургская
1.00	10	NOUN	рубеже
1.00	5	VERB	держалась
1.00	2	NOUN	столпах
1.00	1	ADJ	трехсотлетней
1.00	1	ADJ	военно-промышленной
1.00	1	VERB	сделался
0.33	1	ADJ	пивной
0.67	2	NOUN	пивной
1.00	5	NOUN	столицей
1.00	1	ADJ	пельменной
1.00	1	ADJ	съедобного
1.00	1	VERB	соединились
1.00	1	ADJ	согласная
1.00	1	ADJ	умеренную
1.00	1	ADJ	грамотная
1.00	26	NOUN	интереса
1.00	6	ADJ	бюрократической
1.00	2	VERB	отличающимися
1.00	1	ADJ	бюрократическими
1.00	2	NOUN	помехами
1.00	1	VERB	испортили
1.00	1	VERB	сошлось
1.00	1	NOUN	пищевка
1.00	4	ADJ	петербургской
1.00	1	ADJ	новейшую
1.00	2	ADJ	крупномасштабной
1.00	1	VERB	вобравший
1.00	4	ADJ	седьмой
1.00	5	VERB	приблизились
1.00	1	ADJ	среднеевропейским
1.00	3	NOUN	нормам
1.00	2	ADJ	противоположным
1.00	1	VERB	располагавший
1.00	1	ADJ	непреходящей
1.00	6	ADJ	моральной
1.00	4	PROPN	Смольного
0.83	5	ADJ	Данное
0.17	1	VERB	Данное
0.94	15	ADV	однозначно
0.06	1	ADJ	однозначно
1.00	1	VERB	сопрягалось
1.00	1	NOUN	закрытостью
1.00	1	NOUN	замедленностью
1.00	4	ADJ	пищевого
1.00	3	ADJ	минимальны
1.00	1	ADJ	Могучая
1.00	1	NOUN	стройиндустрия
1.00	1	VERB	возводили
1.00	1	NOUN	микрорайонами
1.00	2	NOUN	инфраструктурой
1.00	1	VERB	возродиться
1.00	3	VERB	Возникла
1.00	1	VERB	нацеленная
1.00	1	NOUN	дешевизну
1.00	2	NOUN	простоту
1.00	1	ADJ	точечную
1.00	1	ADJ	уплотнительную
1.00	1	ADJ	немедленную
1.00	1	VERB	Сложившийся
1.00	3	NOUN	альянс
1.00	1	ADJ	неокрепшей
1.00	4	ADJ	городскими
1.00	3	NOUN	борцов
1.00	3	NOUN	перекладывание
1.00	5	NOUN	рисков
1.00	7	ADJ	тогдашний
1.00	2	NOUN	разгул
1.00	2	ADJ	долевого
1.00	2	NOUN	ипотеки
1.00	8	ADJ	моральные
1.00	7	NOUN	жертвы
1.00	2	NOUN	горожанами
1.00	3	ADJ	Городской
1.00	1	NOUN	летаргии
1.00	3	ADJ	стремительного
1.00	1	ADJ	неуклонного
1.00	6	ADJ	петербургского
1.00	2	ADJ	многообразные
1.00	3	VERB	обслуживающие
1.00	3	ADJ	транспортный
1.00	7	NOUN	порт
1.00	1	NOUN	бонус
1.00	1	ADJ	внешнеторгового
1.00	1	NOUN	контрастов
1.00	1	VERB	приходящими
1.00	2	NOUN	гигантами
1.00	7	NOUN	учреждениями
1.00	7	NOUN	вузами
1.00	1	ADJ	бойкой
1.00	1	ADJ	полукриминальной
1.00	2	ADJ	базарной
1.00	2	ADJ	ларьковой
1.00	6	NOUN	товарами
1.00	2	ADJ	загадочного
1.00	1	VERB	феодализированной
1.00	6	ADJ	коммерческие
1.00	3	ADJ	бюрократические
1.00	1	VERB	оглядывающиеся
1.00	8	PROPN	Смольный
0.75	3	ADV	плотнее
0.25	1	ADJ	плотнее
1.00	1	ADJ	избирательской
1.00	2	NOUN	клиентелой
1.00	4	NOUN	дефолт
1.00	1	ADJ	Тогдашняя
1.00	8	ADJ	городская
1.00	1	ADJ	кризисоустойчивой
1.00	1	NOUN	примитивности
1.00	2	NOUN	отстраненности
1.00	1	ADJ	яковлевского
1.00	1	ADJ	тогдашних
1.00	1	NOUN	передележки
1.00	3	VERB	поражены
1.00	2	NOUN	молниями
1.00	1	VERB	затронутый
1.00	1	NOUN	бедствиями
1.00	3	VERB	освоил
1.00	2	NOUN	благодеяние
1.00	2	ADJ	1998-го
1.00	4	ADJ	петербургская
1.00	1	NOUN	месяцу
0.71	5	PRON	Этому
0.29	2	DET	Этому
1.00	3	NOUN	либерализм
1.00	2	VERB	сосредоточившись
1.00	1	ADJ	излюбленных
1.00	12	ADJ	хозяйственных
1.00	1	VERB	заботился
1.00	1	ADJ	прочем
1.00	4	ADJ	скромным
1.00	1	VERB	обременял
1.00	11	VERB	способствовало
1.00	1	NOUN	подъему
1.00	1	VERB	освоившись
1.00	1	VERB	отставший
1.00	4	NOUN	горожанина
1.00	2	ADJ	двухтысячных
1.00	1	NOUN	кризисоустойчивости
1.00	8	NOUN	ресурсах
1.00	5	VERB	взятых
1.00	3	NOUN	секторах
1.00	4	VERB	исчерпала
1.00	5	NOUN	Модернизация
1.00	1	VERB	буксовала
1.00	1	VERB	продвигаемая
1.00	2	ADJ	нестерпимым
1.00	2	NOUN	контраст
1.00	1	ADJ	вековым
1.00	2	NOUN	упадком
1.00	5	ADJ	бывшей
1.00	2	NOUN	обновлением
1.00	9	NOUN	стандартов
1.00	1	ADJ	приватной
1.00	4	NOUN	автомобилями
1.00	25	NOUN	телефон
1.00	1	ADJ	продвинутый
1.00	1	NOUN	петербуржец
1.00	1	VERB	оборудованной
1.00	1	ADJ	типовым
1.00	2	NOUN	комплектом
1.00	1	NOUN	удобств
1.00	3	NOUN	приспособлений
1.00	7	ADJ	бытовые
1.00	4	ADJ	сопоставимы
1.00	1	NOUN	варшавянина
1.00	1	NOUN	таллинца
1.00	1	NOUN	сопоставимость
1.00	1	VERB	выглянет
1.00	1	VERB	прогуляется
1.00	1	VERB	загаженному
1.00	4	NOUN	двору
1.00	1	VERB	проедет
1.00	2	ADJ	грязным
1.00	1	VERB	разбитым
1.00	1	VERB	загазованным
1.00	1	VERB	увязая
1.00	9	ADJ	автомобильных
1.00	1	NOUN	пробках
1.00	16	NOUN	модернизация
1.00	20	ADJ	частной
1.00	2	VERB	продвинулась
1.00	3	NOUN	концом
1.00	9	VERB	сдал
1.00	1	VERB	громоздились
1.00	3	NOUN	развалинах
1.00	2	VERB	прекратилось
1.00	2	ADJ	Архаичная
1.00	4	ADJ	дорожная
1.00	1	VERB	захлебнулась
1.00	3	NOUN	автомашин
1.00	5	ADJ	неизбежен
1.00	1	NOUN	излете
1.00	2	ADJ	яковлевской
1.00	1	PROPN	Валентины
1.00	1	VERB	ускорил
1.00	1	VERB	назревшие
1.00	1	NOUN	Приведение
1.00	1	VERB	европеизировать
1.00	21	NOUN	планах
1.00	2	VERB	проектировался
1.00	2	ADJ	стремительный
1.00	1	ADJ	Трехлетнее
1.00	4	NOUN	опережением
1.00	4	NOUN	графика
1.00	1	ADJ	петербургские
1.00	2	VERB	перевалили
1.00	8	NUM	76
1.00	1	ADJ	2003-м
1.00	6	NOUN	поправку
1.00	2	ADJ	скромнее
1.00	2	ADJ	внушительными
1.00	1	VERB	объяснят
1.00	14	VERB	росли
1.00	1	ADJ	нефискальные
1.00	9	NOUN	изъятия
1.00	5	ADJ	Реальная
1.00	3	VERB	снизиться
1.00	6	VERB	увеличились
1.00	6	NOUN	совету
1.00	1	VERB	подкрепленному
1.00	1	ADJ	лоббистскими
1.00	1	VERB	прописываться
1.00	2	ADJ	могучие
1.00	2	NOUN	заказчики
1.00	1	ADJ	полугосударственные
1.00	1	ADP	Сверх
1.00	1	ADJ	Кольцевой
1.00	1	NOUN	автодороги
1.00	3	VERB	отпущено
1.00	1	ADJ	лоббистские
1.00	1	VERB	подсказал
1.00	1	NOUN	минимумом
1.00	3	VERB	интересуется
1.00	3	ADJ	Старый
1.00	3	ADJ	ежегодного
1.00	1	ADJ	косметического
1.00	2	ADV	великолепно
1.00	1	ADV	пропагандистски
1.00	1	VERB	оформленного
1.00	2	NOUN	возведения
1.00	1	ADJ	крытой
1.00	6	ADJ	спортивной
1.00	2	NOUN	арены
1.00	4	ADJ	дорожной
1.00	1	NOUN	развязки
1.00	3	VERB	предоставлял
1.00	3	ADJ	естественному
1.00	1	VERB	расширенные
1.00	2	ADJ	целостной
1.00	1	NOUN	переделки
1.00	9	ADV	Точнее
1.00	13	ADJ	естественный
1.00	5	VERB	предусмотрен
1.00	1	NOUN	парадигмой
1.00	3	NOUN	возведение
1.00	1	VERB	сопутствующими
1.00	1	NOUN	вложениями
1.00	1	VERB	Толкуют
1.00	1	NOUN	сооружении
1.00	3	PROPN	Сити
1.00	1	ADJ	высоченным
1.00	1	NOUN	небоскребом
1.00	1	ADJ	невском
1.00	4	VERB	построенных
1.00	2	NOUN	развязок
1.00	1	VERB	Ремонтируется
1.00	7	NOUN	дворов
1.00	4	VERB	Стали
1.00	1	VERB	возводить
1.00	4	ADJ	пассажирский
1.00	3	NOUN	терминал
1.00	2	NOUN	стадион
1.00	1	ADJ	скоростную
1.00	1	NOUN	автостраду
1.00	1	VERB	пересекающую
1.00	1	VERB	Собираются
1.00	1	PROPN	Невой
1.00	5	NOUN	парк
1.00	1	VERB	модернизируется
1.00	1	VERB	Удвоится
1.00	2	VERB	улучшать
1.00	5	NOUN	потребностями
1.00	7	NOUN	автомобилистов
1.00	3	VERB	сокращаться
1.00	1	VERB	Осуществляются
1.00	1	VERB	планируются
1.00	1	NOUN	теплоснабжение
1.00	1	NOUN	электросети
1.00	12	ADJ	экологические
1.00	1	VERB	убирают
1.00	1	ADV	аккуратнее
1.00	1	VERB	вывозят
1.00	2	NOUN	магнатов
1.00	1	VERB	процветавших
1.00	1	VERB	выражаемое
1.00	1	ADJ	трусоватой
1.00	2	VERB	являющееся
1.00	2	NOUN	сложения
1.00	2	NOUN	сочувствия
1.00	1	VERB	привилегированных
1.00	41	NOUN	конкуренции
1.00	3	ADJ	справедливое
1.00	1	NOUN	удобствами
1.00	1	NOUN	привилегиями
1.00	4	VERB	приходящие
1.00	4	NOUN	опросам
1.00	11	NOUN	сфер
1.00	1	ADJ	умеренной
1.00	2	ADJ	спорной
1.00	4	ADJ	системной
1.00	1	ADJ	Голландская
1.00	2	ADJ	Прошлый
1.00	1	ADJ	удачными
1.00	1	NOUN	укреплением
1.00	2	NOUN	расцветом
1.00	1	NOUN	бумом
1.00	13	ADJ	розничной
1.00	2	NOUN	замедлением
1.00	6	NOUN	падением
1.00	8	VERB	предъявить
1.00	5	NOUN	симптомов
1.00	1	NOUN	Быстрота
1.00	4	ADJ	валового
1.00	4	ADJ	2005-м
1.00	1	ADJ	рекордными
1.00	1	VERB	убавила
1.00	4	ADJ	предыдущим
1.00	1	VERB	возводимых
1.00	1	VERB	обгоняет
1.00	2	NOUN	столпов
1.00	1	ADJ	пищевая
1.00	1	ADJ	пивная
1.00	1	VERB	эмигрировать
1.00	1	ADJ	наемные
1.00	3	VERB	руководят
1.00	2	ADJ	Туристический
1.00	2	NOUN	участком
1.00	2	VERB	опережающего
1.00	1	ADJ	гостиничного
1.00	4	NOUN	валюте
1.00	5	ADJ	импортные
1.00	1	VERB	рвущиеся
1.00	1	NOUN	сальдо
1.00	1	ADJ	Статистическое
1.00	1	ADV	отчего-то
1.00	3	VERB	перестало
1.00	2	VERB	вычислять
1.00	1	ADJ	несложное
1.00	3	NOUN	сопоставление
1.00	2	NOUN	выработку
1.00	10	NOUN	работника
1.00	1	ADJ	Рядового
1.00	1	NOUN	петербуржца
1.00	1	VERB	замечающего
1.00	1	VERB	овевает
1.00	8	NOUN	конкурентоспособность
1.00	1	NOUN	Фора
1.00	1	VERB	принесенная
1.00	2	NOUN	дефолтом
1.00	2	VERB	съедена
1.00	4	NOUN	рисками
1.00	1	NOUN	Нефтезависимость
1.00	1	VERB	болеет
1.00	1	NOUN	Течение
1.00	5	VERB	прервано
1.00	4	VERB	подешевеет
1.00	1	VERB	загнанный
1.00	4	ADV	вглубь
1.00	3	NOUN	недуг
1.00	1	VERB	разъедать
1.00	10	NOUN	сценариев
1.00	2	NOUN	скобками
1.00	1	NOUN	колоссов
1.00	1	PROPN	Пальмире
1.00	3	VERB	дует
1.00	2	ADJ	спонсорские
1.00	1	VERB	сократятся
1.00	1	VERB	обвалятся
1.00	1	VERB	съежится
1.00	1	VERB	завязанные
1.00	1	NOUN	новомагнатами
1.00	3	ADJ	вероятном
1.00	1	PROPN	Петербургу
1.00	2	VERB	растущими
1.00	2	ADJ	структурными
1.00	1	VERB	снижающейся
1.00	2	NOUN	конкурентоспособностью
1.00	1	NOUN	привязкой
1.00	4	NOUN	конъюнктуре
1.00	1	ADJ	рублевый
1.00	3	ADJ	инфляционный
1.00	6	NOUN	темп
1.00	3	NOUN	оглядки
1.00	1	ADJ	вышеописанных
1.00	1	VERB	осуществится
1.00	5	ADJ	Следующая
1.00	2	PROPN	Петербургом
1.00	1	VERB	устранять
1.00	1	VERB	понижает
1.00	1	NOUN	раздувание
1.00	1	ADJ	грамотнее
1.00	10	VERB	наращивать
1.00	2	VERB	построит
1.00	6	VERB	организует
1.00	5	ADP	ввиду
1.00	9	ADJ	возможный
1.00	2	ADJ	дальновидным
1.00	1	ADJ	коллективная
1.00	3	NOUN	автодорог
1.00	1	NOUN	попечение
1.00	1	NOUN	товариществ
1.00	2	NOUN	расходам
1.00	4	NOUN	безработице
1.00	1	NOUN	переобучения
1.00	5	NOUN	проявлением
1.00	1	NOUN	дальновидности
1.00	4	NOUN	поощрение
1.00	1	ADJ	некриминальных
1.00	1	NOUN	старомагнатам
1.00	1	NOUN	новомагнатам
1.00	5	VERB	давить
1.00	1	ADJ	адаптивную
1.00	1	VERB	приспособится
1.00	3	VERB	нуждаться
1.00	1	NOUN	ларечник
1.00	1	ADJ	жизнеспособнее
1.00	2	ADJ	торговая
1.00	1	NOUN	фундамента
1.00	7	ADJ	Единственный
1.00	1	VERB	назревших
1.00	7	NOUN	шагов
1.00	3	VERB	намечается
1.00	1	ADJ	сверхскоростного
1.00	1	VERB	Обещано
1.00	1	ADJ	скромном
1.00	3	NOUN	темпе
1.00	6	NOUN	амбиций
1.00	4	VERB	просматривается
1.00	1	ADJ	Городская
1.00	4	VERB	регулирует
1.00	10	ADJ	намерена
1.00	2	ADJ	максимальные
1.00	1	NOUN	интервалы
1.00	4	NOUN	автобусов
1.00	3	ADJ	предельные
1.00	1	ADJ	продуктовыми
1.00	2	NOUN	магазинами
1.00	1	ADJ	бюрократическому
1.00	2	NOUN	Головокружение
1.00	9	VERB	рождает
1.00	1	ADJ	запретительную
1.00	2	ADJ	шумная
1.00	1	NOUN	очистка
1.00	1	NOUN	остановок
1.00	1	VERB	лоббируемая
1.00	1	ADJ	подходящим
1.00	1	NOUN	европеизации
1.00	1	NOUN	экстерьеров
1.00	1	VERB	торгующие
1.00	5	ADJ	дешевыми
1.00	9	NOUN	продуктами
1.00	10	ADJ	бедных
1.00	1	ADJ	конкурентоспособен
1.00	4	ADJ	центральная
1.00	1	ADJ	стихийный
1.00	1	NOUN	покровитель
1.00	2	NOUN	монополизма
1.00	1	ADJ	неоформленной
1.00	10	NOUN	массой
1.00	4	ADJ	рыночными
1.00	5	NOUN	игроками
1.00	5	NOUN	идеологией
1.00	1	ADJ	проникнута
1.00	2	ADJ	дорогостоящая
1.00	2	ADJ	наземного
1.00	1	VERB	поделившая
1.00	3	NOUN	маршруты
1.00	1	VERB	избранными
1.00	1	VERB	исключившая
1.00	7	VERB	осознавать
1.00	13	VERB	ищет
1.00	1	VERB	гарантированными
1.00	2	NOUN	заказами
1.00	11	NOUN	производств
1.00	1	VERB	течь
1.00	1	VERB	оплачиваться
1.00	3	NOUN	успехе
1.00	2	ADJ	локальном
1.00	3	VERB	перевесит
1.00	4	VERB	найдя
1.00	3	ADJ	общероссийской
1.00	1	NOUN	подчинением
1.00	1	NOUN	Процветание
1.00	1	VERB	достигаемое
1.00	15	NOUN	ценой
1.00	11	VERB	строится
1.00	2	ADJ	зыбком
1.00	2	ADJ	незыблемой
1.00	1	ADV	по-дагестански
1.00	2	ADJ	добровольной
0.50	1	PROPN	Магомедали
